order_id,customer_id,product_id,quantity,order_date
117693,711,545,6,2023-01-01
105601,128,606,13,2023-01-01
6997,1012,357,1,2023-01-01
141141,746,443,6,2023-01-01
40377,104,547,1,2023-01-01
145644,940,666,19,2023-01-01
141197,669,401,5,2023-01-01
11034,1088,341,6,2023-01-01
106084,374,378,1,2023-01-01
93152,791,496,19,2023-01-01
36505,801,367,6,2023-01-01
41410,262,671,19,2023-01-01
68092,145,283,8,2023-01-01
124826,275,242,1,2023-01-01
24989,825,597,18,2023-01-01
68152,565,216,16,2023-01-01
59605,841,424,14,2023-01-01
77383,963,588,18,2023-01-01
19099,620,490,16,2023-01-01
32077,757,355,14,2023-01-01
105693,1071,472,8,2023-01-01
35980,105,413,8,2023-01-01
133361,297,278,12,2023-01-01
104333,266,664,5,2023-01-01
60574,939,569,12,2023-01-01
123970,947,666,12,2023-01-01
13195,987,629,10,2023-01-01
129754,1076,611,15,2023-01-01
55205,556,384,3,2023-01-01
39861,615,402,17,2023-01-01
147134,689,462,3,2023-01-01
66821,583,570,7,2023-01-01
2593,1014,502,9,2023-01-01
69298,459,661,3,2023-01-01
46018,130,204,17,2023-01-01
60961,454,216,2,2023-01-01
41575,531,601,8,2023-01-01
135456,274,503,3,2023-01-01
123936,486,619,19,2023-01-01
58750,983,229,1,2023-01-01
137772,114,384,12,2023-01-01
69880,463,309,18,2023-01-02
87987,813,472,18,2023-01-02
126056,963,390,10,2023-01-02
21393,206,229,4,2023-01-02
111878,771,379,14,2023-01-02
124726,1036,521,7,2023-01-02
124094,751,330,15,2023-01-02
134853,662,303,9,2023-01-02
70056,642,434,19,2023-01-02
140240,155,264,4,2023-01-02
122696,644,207,11,2023-01-02
16935,635,432,13,2023-01-02
20843,126,673,3,2023-01-02
72400,119,430,4,2023-01-02
125890,512,470,18,2023-01-02
67888,568,240,4,2023-01-02
79974,842,591,15,2023-01-02
106382,114,532,3,2023-01-02
132900,380,609,15,2023-01-02
12261,544,522,7,2023-01-02
79395,318,652,9,2023-01-02
125082,414,541,2,2023-01-02
3905,948,429,1,2023-01-02
139265,1016,542,12,2023-01-02
132278,238,279,16,2023-01-02
22086,911,540,2,2023-01-02
100313,617,627,2,2023-01-02
45632,921,297,1,2023-01-02
21922,1049,349,1,2023-01-02
21804,491,390,12,2023-01-02
141251,1033,249,8,2023-01-02
147348,342,401,4,2023-01-02
64174,1096,540,16,2023-01-02
48501,194,621,4,2023-01-02
81344,380,402,8,2023-01-02
81368,557,630,4,2023-01-02
44608,936,646,7,2023-01-02
145896,930,575,17,2023-01-02
17523,1081,528,10,2023-01-02
35158,539,205,12,2023-01-02
82031,440,253,13,2023-01-02
107673,1070,414,8,2023-01-02
49839,805,404,7,2023-01-02
140137,983,415,11,2023-01-02
30405,581,257,17,2023-01-02
57630,137,405,4,2023-01-02
11376,912,309,8,2023-01-02
107743,686,397,6,2023-01-02
110216,601,383,6,2023-01-02
135236,170,526,17,2023-01-02
70872,626,303,7,2023-01-02
82317,222,609,9,2023-01-02
132195,461,478,9,2023-01-02
123172,1091,694,7,2023-01-02
103340,156,524,14,2023-01-02
52491,798,203,7,2023-01-02
101881,439,645,1,2023-01-02
139621,465,611,12,2023-01-02
135709,880,541,6,2023-01-02
87364,619,583,17,2023-01-02
4133,116,585,10,2023-01-02
30203,952,561,6,2023-01-02
64476,672,472,10,2023-01-02
21174,269,561,14,2023-01-02
67040,535,340,15,2023-01-02
4137,987,513,16,2023-01-02
102446,949,206,5,2023-01-02
134909,365,543,17,2023-01-02
136047,807,664,2,2023-01-02
132148,1000,634,18,2023-01-02
30639,666,376,2,2023-01-02
48653,258,352,8,2023-01-02
102572,803,330,19,2023-01-02
71289,962,411,11,2023-01-02
35754,703,574,4,2023-01-02
104141,712,409,2,2023-01-02
3110,267,691,18,2023-01-02
51310,317,545,13,2023-01-02
78538,961,368,8,2023-01-02
96351,834,377,13,2023-01-02
96528,951,532,11,2023-01-02
12949,751,512,14,2023-01-02
12948,555,286,15,2023-01-02
86008,842,647,17,2023-01-02
75624,777,490,11,2023-01-02
129058,272,645,16,2023-01-02
147283,708,242,2,2023-01-02
55395,872,300,19,2023-01-02
96977,356,329,17,2023-01-02
23583,544,465,5,2023-01-02
9239,1061,265,2,2023-01-02
136724,717,292,15,2023-01-02
33319,721,308,4,2023-01-02
121540,593,448,15,2023-01-02
15672,248,596,19,2023-01-02
128786,315,460,18,2023-01-02
23092,887,536,18,2023-01-02
23043,1005,350,5,2023-01-02
5102,950,649,2,2023-01-02
116653,327,677,6,2023-01-02
5087,989,224,1,2023-01-02
120650,454,363,1,2023-01-02
5426,963,540,5,2023-01-02
77761,690,661,3,2023-01-02
40344,621,651,5,2023-01-02
59463,324,560,3,2023-01-02
32273,400,347,1,2023-01-02
51856,205,685,11,2023-01-02
119687,1038,412,17,2023-01-02
76969,309,691,5,2023-01-02
119874,875,657,12,2023-01-02
118543,825,592,18,2023-01-02
59812,391,657,2,2023-01-02
85554,322,217,10,2023-01-02
43747,159,494,17,2023-01-02
92992,496,549,5,2023-01-02
25409,134,541,17,2023-01-02
32600,714,620,11,2023-01-02
43620,479,446,16,2023-01-02
118275,329,539,16,2023-01-02
95026,1064,493,17,2023-01-02
84339,1092,278,13,2023-01-02
137751,524,483,3,2023-01-02
8888,361,441,5,2023-01-02
75896,247,588,1,2023-01-02
62314,346,676,3,2023-01-02
106201,723,455,11,2023-01-02
138767,431,242,19,2023-01-02
52388,971,246,12,2023-01-02
73398,600,342,16,2023-01-02
98931,440,324,11,2023-01-02
38863,395,239,1,2023-01-02
72792,894,305,15,2023-01-02
83612,959,576,10,2023-01-02
83498,692,494,16,2023-01-02
96090,603,651,7,2023-01-03
128139,578,267,4,2023-01-03
78296,864,504,16,2023-01-03
81687,428,686,18,2023-01-03
49502,727,244,14,2023-01-03
32870,717,220,8,2023-01-03
46037,649,491,9,2023-01-03
92635,252,383,8,2023-01-03
91099,533,627,3,2023-01-03
104372,505,653,2,2023-01-03
69548,585,479,6,2023-01-03
149867,395,414,12,2023-01-03
4303,526,294,4,2023-01-03
66780,927,619,17,2023-01-03
116907,517,303,8,2023-01-03
81692,697,485,19,2023-01-03
35581,861,425,16,2023-01-03
146984,345,617,14,2023-01-03
149778,825,672,1,2023-01-03
364,446,590,6,2023-01-03
23796,372,625,8,2023-01-03
126042,921,471,10,2023-01-03
98991,1036,681,1,2023-01-03
138823,367,597,17,2023-01-03
134482,630,420,11,2023-01-03
7878,263,642,7,2023-01-03
141669,1085,386,15,2023-01-03
61048,748,684,10,2023-01-03
100326,455,515,5,2023-01-03
88,662,310,3,2023-01-03
104087,751,294,3,2023-01-03
108059,303,467,18,2023-01-03
132962,159,527,19,2023-01-03
149871,761,667,18,2023-01-03
145559,1100,244,13,2023-01-03
83996,488,391,10,2023-01-03
57148,909,354,9,2023-01-03
118825,600,527,15,2023-01-03
145708,333,470,10,2023-01-03
106941,964,225,19,2023-01-03
32354,413,493,11,2023-01-03
59614,683,356,14,2023-01-03
68549,634,672,19,2023-01-03
30775,242,274,7,2023-01-03
106796,621,427,6,2023-01-03
51806,890,521,18,2023-01-03
1531,111,439,16,2023-01-03
28105,715,479,10,2023-01-03
130559,497,370,5,2023-01-03
119516,905,388,19,2023-01-03
131764,484,298,10,2023-01-03
144781,538,654,16,2023-01-03
79278,239,649,6,2023-01-03
7778,896,357,19,2023-01-03
31002,636,242,14,2023-01-03
68730,668,599,4,2023-01-03
113413,474,654,4,2023-01-03
55064,159,371,10,2023-01-03
7659,493,220,13,2023-01-03
14143,818,516,18,2023-01-03
63046,117,567,14,2023-01-03
14128,429,211,4,2023-01-03
19946,727,657,3,2023-01-03
99172,667,295,3,2023-01-03
24633,182,584,18,2023-01-03
139019,101,380,9,2023-01-03
80720,981,532,12,2023-01-03
125472,945,680,10,2023-01-03
67357,578,295,12,2023-01-03
124547,412,566,2,2023-01-03
52448,635,383,15,2023-01-03
113447,208,699,10,2023-01-03
127969,923,378,13,2023-01-03
99549,576,275,9,2023-01-03
105476,611,409,11,2023-01-03
90637,386,450,19,2023-01-03
22269,584,310,14,2023-01-03
131885,337,335,15,2023-01-03
110411,461,567,16,2023-01-03
1758,724,399,11,2023-01-03
28380,806,545,8,2023-01-03
25924,579,467,1,2023-01-03
31680,477,665,2,2023-01-03
655,553,427,16,2023-01-03
6733,255,567,4,2023-01-03
90055,469,252,16,2023-01-03
102734,627,233,2,2023-01-03
78978,186,235,4,2023-01-03
147015,1065,671,9,2023-01-03
97357,904,253,17,2023-01-03
121448,812,297,13,2023-01-03
148194,506,271,19,2023-01-03
74791,189,533,4,2023-01-03
62120,857,606,6,2023-01-03
127538,170,352,10,2023-01-03
22743,965,531,1,2023-01-03
142569,522,440,2,2023-01-03
110823,1036,645,3,2023-01-03
47585,338,414,9,2023-01-03
97927,968,558,10,2023-01-03
1483,257,653,2,2023-01-03
97986,405,421,12,2023-01-03
102248,675,214,2,2023-01-03
122727,337,291,1,2023-01-03
71654,109,587,11,2023-01-03
38098,947,364,10,2023-01-03
98716,903,343,14,2023-01-03
121750,899,559,6,2023-01-03
146194,1021,646,7,2023-01-03
70601,565,288,2,2023-01-03
96556,1021,528,16,2023-01-03
75632,988,480,11,2023-01-03
9557,527,524,7,2023-01-03
2108,907,561,2,2023-01-03
98934,959,368,18,2023-01-03
7513,484,334,18,2023-01-03
28128,491,636,7,2023-01-03
21892,298,415,8,2023-01-03
91951,873,224,17,2023-01-03
12777,673,378,3,2023-01-03
133728,147,643,12,2023-01-03
5900,552,618,12,2023-01-03
103144,679,535,19,2023-01-03
64710,704,658,3,2023-01-03
100811,461,276,18,2023-01-03
17564,535,635,15,2023-01-03
29706,890,570,1,2023-01-03
53241,793,642,18,2023-01-03
114125,145,696,5,2023-01-03
38944,714,595,9,2023-01-03
72482,185,237,7,2023-01-04
33764,461,524,5,2023-01-04
102296,1030,443,3,2023-01-04
93047,704,340,13,2023-01-04
93355,251,284,5,2023-01-04
10267,214,657,5,2023-01-04
52520,182,619,9,2023-01-04
22833,790,647,3,2023-01-04
90283,282,632,5,2023-01-04
34502,522,220,5,2023-01-04
43666,881,645,4,2023-01-04
19573,669,596,7,2023-01-04
54840,857,373,10,2023-01-04
93125,334,699,11,2023-01-04
25191,563,484,2,2023-01-04
93410,644,274,2,2023-01-04
74031,935,335,4,2023-01-04
94177,671,395,16,2023-01-04
105570,678,606,13,2023-01-04
137220,757,571,3,2023-01-04
34338,493,599,17,2023-01-04
101745,957,656,2,2023-01-04
98261,137,425,2,2023-01-04
79724,479,596,3,2023-01-04
69018,564,275,19,2023-01-04
136762,577,645,12,2023-01-04
33163,672,346,9,2023-01-04
76001,117,503,12,2023-01-04
137858,318,402,12,2023-01-04
5902,241,419,3,2023-01-04
78355,198,206,1,2023-01-04
75548,540,607,6,2023-01-04
20342,797,632,7,2023-01-04
104036,431,443,12,2023-01-04
56387,341,301,15,2023-01-04
101510,294,312,15,2023-01-04
146324,247,562,12,2023-01-04
34536,692,278,16,2023-01-04
44185,1090,429,8,2023-01-04
70030,518,518,7,2023-01-04
136387,355,482,7,2023-01-04
20609,416,643,19,2023-01-04
69925,693,493,4,2023-01-04
78951,706,585,10,2023-01-04
78346,584,424,4,2023-01-04
129843,146,304,12,2023-01-04
126675,494,416,13,2023-01-04
125387,453,609,4,2023-01-04
69032,420,498,5,2023-01-04
90695,104,491,6,2023-01-04
89331,850,657,14,2023-01-04
49347,634,577,2,2023-01-04
49982,314,396,17,2023-01-04
128278,169,568,3,2023-01-04
90152,420,342,19,2023-01-04
80252,718,627,5,2023-01-04
76500,1075,436,3,2023-01-04
104655,691,654,19,2023-01-04
52723,951,667,18,2023-01-04
56258,301,657,14,2023-01-04
69331,587,458,5,2023-01-04
71082,929,616,6,2023-01-04
75022,980,684,2,2023-01-04
75383,590,344,19,2023-01-04
34721,895,328,3,2023-01-04
77847,650,605,2,2023-01-04
141169,1096,591,3,2023-01-04
30296,993,582,15,2023-01-04
48275,172,401,11,2023-01-04
86006,821,470,6,2023-01-04
143434,162,679,5,2023-01-04
144000,1000,262,12,2023-01-04
39483,356,548,1,2023-01-04
38275,297,567,5,2023-01-04
15694,573,297,14,2023-01-04
29537,256,465,6,2023-01-04
18063,852,698,9,2023-01-04
52927,343,621,16,2023-01-04
112039,369,641,4,2023-01-04
143416,817,229,1,2023-01-04
41015,200,385,1,2023-01-04
114919,1075,213,17,2023-01-04
88325,794,635,3,2023-01-04
120642,894,618,3,2023-01-04
120392,388,451,3,2023-01-04
120552,193,635,8,2023-01-04
14595,212,450,7,2023-01-04
120624,156,425,5,2023-01-04
114450,1017,337,14,2023-01-04
123952,342,408,3,2023-01-04
14560,928,287,15,2023-01-04
62311,784,317,16,2023-01-04
39675,727,529,18,2023-01-04
17171,1091,572,8,2023-01-04
17246,303,493,7,2023-01-04
29710,701,452,13,2023-01-04
60887,809,662,11,2023-01-04
110436,500,445,16,2023-01-04
16983,1008,371,16,2023-01-04
3325,490,497,17,2023-01-04
109338,441,693,11,2023-01-04
119984,182,205,18,2023-01-04
144441,438,365,2,2023-01-04
84223,537,434,10,2023-01-04
16359,408,644,4,2023-01-04
86379,148,659,13,2023-01-04
36745,606,653,5,2023-01-04
112901,243,536,13,2023-01-04
109758,361,586,18,2023-01-04
112770,371,278,3,2023-01-04
28084,228,353,9,2023-01-04
59492,157,238,18,2023-01-04
15493,242,687,12,2023-01-04
59791,523,648,18,2023-01-04
37784,340,601,9,2023-01-04
110504,702,473,4,2023-01-04
52797,646,388,8,2023-01-04
148992,223,628,5,2023-01-04
2401,627,518,15,2023-01-04
85606,926,696,1,2023-01-04
27825,525,626,1,2023-01-04
36723,614,684,2,2023-01-04
63173,267,273,17,2023-01-04
61968,704,474,15,2023-01-04
63567,892,520,10,2023-01-04
88850,1001,618,18,2023-01-04
136132,448,565,12,2023-01-05
41135,552,403,10,2023-01-05
50038,816,218,8,2023-01-05
15775,187,390,14,2023-01-05
61987,193,645,2,2023-01-05
62032,1050,480,2,2023-01-05
31198,410,595,3,2023-01-05
121397,973,217,1,2023-01-05
147296,902,696,16,2023-01-05
55512,921,223,18,2023-01-05
110582,707,209,7,2023-01-05
49909,646,686,2,2023-01-05
74761,900,377,12,2023-01-05
102459,448,455,7,2023-01-05
87413,1024,586,15,2023-01-05
62119,713,684,10,2023-01-05
71221,975,334,9,2023-01-05
123154,194,691,4,2023-01-05
44033,256,539,13,2023-01-05
41086,683,674,18,2023-01-05
128894,562,419,6,2023-01-05
132199,372,368,16,2023-01-05
86511,523,398,12,2023-01-05
111383,692,519,11,2023-01-05
149545,763,275,5,2023-01-05
139290,966,569,12,2023-01-05
122021,689,331,16,2023-01-05
142906,856,593,4,2023-01-05
63612,642,646,11,2023-01-05
45731,772,591,15,2023-01-05
100144,336,639,9,2023-01-05
134815,131,308,2,2023-01-05
16410,780,433,6,2023-01-05
79318,131,541,15,2023-01-05
50492,873,538,13,2023-01-05
67870,688,212,6,2023-01-05
26365,784,274,5,2023-01-05
127847,1093,316,18,2023-01-05
99152,451,665,6,2023-01-05
73074,145,656,14,2023-01-05
4846,687,692,14,2023-01-05
90976,125,254,4,2023-01-05
99812,535,576,7,2023-01-05
28158,821,209,5,2023-01-05
63123,563,551,12,2023-01-05
143317,956,229,10,2023-01-05
122943,625,576,14,2023-01-05
16779,937,354,1,2023-01-05
7423,706,512,10,2023-01-05
138382,819,393,12,2023-01-05
148189,971,689,10,2023-01-05
148200,170,611,17,2023-01-05
136611,660,606,15,2023-01-05
101916,957,651,14,2023-01-05
64236,880,353,9,2023-01-05
83175,680,488,7,2023-01-05
122812,375,331,4,2023-01-05
131424,784,293,4,2023-01-05
26605,387,324,10,2023-01-05
111685,359,664,4,2023-01-05
1660,315,580,16,2023-01-05
21577,112,680,14,2023-01-05
127137,821,309,4,2023-01-05
63769,263,361,14,2023-01-05
47553,522,259,5,2023-01-05
90366,1091,574,8,2023-01-05
9574,418,563,6,2023-01-05
136374,357,321,3,2023-01-05
72333,823,387,8,2023-01-05
55917,755,594,15,2023-01-05
16103,892,201,1,2023-01-05
8086,656,677,15,2023-01-05
82059,132,455,8,2023-01-05
139039,1012,349,4,2023-01-05
28633,300,651,10,2023-01-05
107933,328,380,6,2023-01-05
56799,294,407,7,2023-01-05
36956,748,581,11,2023-01-05
80100,853,652,19,2023-01-05
95340,757,478,11,2023-01-05
140542,910,548,7,2023-01-05
125237,662,509,4,2023-01-05
108126,862,417,8,2023-01-05
125726,321,474,3,2023-01-05
95515,640,519,1,2023-01-05
5429,682,423,16,2023-01-05
48499,871,614,5,2023-01-05
35767,1021,693,12,2023-01-05
130910,967,227,2,2023-01-05
65629,731,479,5,2023-01-05
67067,1030,533,19,2023-01-05
44885,542,651,5,2023-01-05
58951,873,362,9,2023-01-05
36060,375,499,15,2023-01-05
129952,912,592,14,2023-01-05
105271,980,409,1,2023-01-05
132469,1070,391,14,2023-01-05
428,501,586,4,2023-01-05
55067,893,436,13,2023-01-05
84367,208,358,14,2023-01-05
10693,455,517,19,2023-01-05
76791,189,412,16,2023-01-05
32844,677,392,18,2023-01-05
140698,173,282,19,2023-01-05
85825,571,666,10,2023-01-05
68712,855,677,1,2023-01-05
104955,141,551,15,2023-01-05
119947,914,614,1,2023-01-05
67572,1095,314,12,2023-01-05
80611,580,603,11,2023-01-05
108559,494,328,4,2023-01-05
32562,1000,541,6,2023-01-05
109874,795,249,17,2023-01-05
89854,435,270,3,2023-01-05
23707,344,572,10,2023-01-05
109445,1049,623,9,2023-01-05
67688,635,300,3,2023-01-05
125087,685,563,12,2023-01-05
83962,348,475,18,2023-01-05
132609,173,545,3,2023-01-05
14889,839,382,7,2023-01-05
61486,638,512,19,2023-01-05
28389,728,572,5,2023-01-05
120657,860,349,5,2023-01-05
116074,454,270,16,2023-01-05
147474,359,344,9,2023-01-05
15266,131,390,5,2023-01-05
75430,114,225,9,2023-01-05
46928,256,672,4,2023-01-05
25618,537,264,11,2023-01-05
27689,119,274,10,2023-01-05
57056,230,630,9,2023-01-05
141634,997,638,14,2023-01-05
147724,607,235,19,2023-01-05
2775,793,222,1,2023-01-05
26839,825,478,2,2023-01-05
13588,116,279,7,2023-01-05
92333,1098,604,12,2023-01-05
95906,805,356,2,2023-01-05
85415,603,524,18,2023-01-06
83427,992,297,14,2023-01-06
9705,614,369,19,2023-01-06
8740,955,266,14,2023-01-06
6789,1073,432,18,2023-01-06
44200,780,383,18,2023-01-06
22489,378,547,1,2023-01-06
6020,981,366,4,2023-01-06
38842,343,250,7,2023-01-06
85423,877,602,18,2023-01-06
5608,728,359,18,2023-01-06
32330,947,237,15,2023-01-06
98942,499,431,3,2023-01-06
13765,789,359,2,2023-01-06
9667,922,409,11,2023-01-06
25097,656,563,12,2023-01-06
59501,471,315,12,2023-01-06
130278,862,216,17,2023-01-06
134211,257,550,8,2023-01-06
113598,146,362,12,2023-01-06
63073,221,366,6,2023-01-06
77568,121,511,16,2023-01-06
118603,887,239,7,2023-01-06
130235,284,252,11,2023-01-06
113506,319,246,4,2023-01-06
137547,304,492,10,2023-01-06
39259,346,700,7,2023-01-06
131526,704,450,10,2023-01-06
145196,805,338,15,2023-01-06
91628,304,254,5,2023-01-06
96032,384,304,19,2023-01-06
9388,997,428,8,2023-01-06
75634,205,434,1,2023-01-06
14975,308,330,8,2023-01-06
96670,438,331,13,2023-01-06
58452,290,256,16,2023-01-06
116193,676,645,4,2023-01-06
143908,466,388,9,2023-01-06
74859,572,507,5,2023-01-06
92030,412,365,12,2023-01-06
83792,386,345,11,2023-01-06
53669,710,208,9,2023-01-06
15195,1042,637,7,2023-01-06
121307,332,590,1,2023-01-06
75357,582,658,13,2023-01-06
12576,538,324,11,2023-01-06
54688,848,637,8,2023-01-06
39123,650,306,18,2023-01-06
117071,104,420,9,2023-01-06
40015,468,465,11,2023-01-06
136562,1014,655,9,2023-01-06
145229,301,283,1,2023-01-06
95151,827,220,2,2023-01-06
62499,1100,559,18,2023-01-06
39042,241,524,3,2023-01-06
92686,426,393,8,2023-01-06
79049,655,484,12,2023-01-06
130855,138,528,2,2023-01-06
114175,634,622,17,2023-01-06
84302,624,224,6,2023-01-06
5092,733,352,1,2023-01-06
114188,169,398,5,2023-01-06
22940,362,547,2,2023-01-06
114304,740,410,9,2023-01-06
98339,212,497,14,2023-01-06
52112,497,460,17,2023-01-06
143562,581,403,13,2023-01-06
5083,1037,555,11,2023-01-06
55094,733,371,2,2023-01-06
68116,251,418,16,2023-01-06
16232,887,596,8,2023-01-06
57737,803,671,5,2023-01-06
1105,959,414,7,2023-01-06
104434,976,553,13,2023-01-06
125710,205,439,2,2023-01-06
81515,285,477,5,2023-01-06
47893,876,550,14,2023-01-06
53545,223,333,10,2023-01-06
11897,203,605,8,2023-01-06
132115,283,234,17,2023-01-06
20193,459,345,4,2023-01-06
65010,931,305,9,2023-01-06
57952,958,694,5,2023-01-06
36024,415,394,5,2023-01-06
149020,1047,352,5,2023-01-06
102101,893,257,4,2023-01-06
89315,377,452,4,2023-01-06
142615,301,586,5,2023-01-06
64302,586,522,4,2023-01-06
88631,315,484,6,2023-01-06
12012,495,561,5,2023-01-06
67168,736,600,7,2023-01-06
48814,631,570,3,2023-01-06
124234,958,422,6,2023-01-06
65722,308,687,13,2023-01-06
20383,302,501,3,2023-01-06
89815,341,549,15,2023-01-06
44673,661,655,16,2023-01-06
18074,259,663,1,2023-01-06
20497,535,600,19,2023-01-06
35592,835,662,8,2023-01-06
140392,403,393,7,2023-01-06
30274,206,407,7,2023-01-06
108830,493,620,11,2023-01-06
140000,363,660,12,2023-01-06
66676,622,659,6,2023-01-06
44702,570,412,13,2023-01-06
18265,1089,680,5,2023-01-06
145477,634,551,9,2023-01-06
126236,993,392,3,2023-01-06
103208,425,371,2,2023-01-06
87677,964,686,14,2023-01-06
110175,709,259,7,2023-01-06
18406,981,240,8,2023-01-06
70800,186,653,17,2023-01-06
17695,562,643,5,2023-01-06
122819,135,253,5,2023-01-06
141745,974,380,12,2023-01-06
34732,501,390,15,2023-01-06
21786,862,627,12,2023-01-06
10058,559,353,8,2023-01-06
79491,941,285,17,2023-01-06
9913,663,219,1,2023-01-06
58137,803,468,5,2023-01-06
63701,634,583,16,2023-01-06
112037,769,593,10,2023-01-06
38668,667,542,9,2023-01-06
127185,611,527,11,2023-01-06
134814,975,506,3,2023-01-06
106797,494,254,3,2023-01-06
21660,390,439,2,2023-01-06
68015,203,382,17,2023-01-06
19165,946,543,18,2023-01-06
140992,261,235,18,2023-01-06
40961,210,388,4,2023-01-06
22392,534,592,6,2023-01-06
101498,1017,523,14,2023-01-06
16951,686,436,3,2023-01-06
72112,320,355,11,2023-01-06
90966,712,567,19,2023-01-06
21483,396,218,12,2023-01-06
89090,352,455,12,2023-01-06
72035,463,323,9,2023-01-06
147642,1071,617,18,2023-01-06
113335,983,499,8,2023-01-06
5688,443,324,17,2023-01-07
134247,402,458,10,2023-01-07
89205,882,217,19,2023-01-07
124195,632,639,6,2023-01-07
24966,229,227,8,2023-01-07
56720,367,289,14,2023-01-07
137256,262,452,16,2023-01-07
10681,396,584,10,2023-01-07
88875,388,453,6,2023-01-07
10692,341,581,16,2023-01-07
85208,840,596,8,2023-01-07
119586,516,314,1,2023-01-07
24046,729,328,10,2023-01-07
108896,510,357,7,2023-01-07
106627,880,688,15,2023-01-07
129430,716,277,14,2023-01-07
88216,623,261,15,2023-01-07
49040,182,490,6,2023-01-07
144032,784,478,2,2023-01-07
119401,614,458,16,2023-01-07
40265,251,496,5,2023-01-07
51792,872,329,9,2023-01-07
57282,411,369,3,2023-01-07
81636,1024,563,3,2023-01-07
105291,392,502,1,2023-01-07
116431,519,454,19,2023-01-07
80922,633,430,4,2023-01-07
60024,437,344,5,2023-01-07
67424,246,621,10,2023-01-07
13875,942,217,5,2023-01-07
59929,260,367,15,2023-01-07
32597,884,382,16,2023-01-07
107107,746,611,5,2023-01-07
19111,390,372,11,2023-01-07
18986,110,499,11,2023-01-07
36210,568,413,16,2023-01-07
19623,207,429,4,2023-01-07
132666,848,530,17,2023-01-07
105695,617,525,9,2023-01-07
40001,979,429,6,2023-01-07
120434,433,645,17,2023-01-07
11266,1029,506,18,2023-01-07
8821,608,335,8,2023-01-07
119701,388,225,16,2023-01-07
137793,107,378,7,2023-01-07
117399,119,343,12,2023-01-07
107787,619,219,5,2023-01-07
60550,890,348,5,2023-01-07
